Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
48,228547,387,0.64,Married,No,Personal loan,4,2,1177059,20294,No,0,Urban,6,50000,24,2403,14.13,7672
23,37307,319,0.71,Married,No,Education loan,5,1,1491044,74552,Yes,802617,Urban,4,50000,60,1184,14.81,21040
36,237436,313,0.8,Married,No,Education loan,5,2,1845483,46137,Yes,432709,Rural,20,50000,120,787,14.37,44440
54,235121,432,0.86,Married,No,Business loan,3,3,1929217,42871,Yes,601361,Rural,5,50000,60,1155,13.68,19300
21,261063,333,0.34,Married,No,Education loan,0,3,331376,14407,Yes,498727,Urban,34,165240,240,2075,14.17,332760
64,34502,507,0.42,Married,No,Business loan,1,1,1483713,54952,Yes,222972,Urban,22,50000,24,2363,12.43,6712
21,32486,498,0.37,Married,Yes,Education loan,3,0,0,0,Yes,413081,Urban,2,216757,60,4823,12.02,72623
37,179330,891,0.45,Married,No,Education loan,0,3,1739895,96660,No,0,Urban,32,50000,36,1580,8.59,6880
27,198788,882,0.84,Married,No,Education loan,3,0,0,0,Yes,335343,Rural,37,127921,60,2635,8.68,30179
41,238300,454,0.6,Married,No,Home loan,3,3,803369,19127,No,0,Urban,22,50000,12,4464,12.96,3568
52,113920,889,0.72,Single,No,Personal loan,4,2,103685,2356,No,0,Urban,15,50000,60,1028,8.61,11680
43,222566,377,0.54,Single,No,Home loan,3,1,1719385,95521,No,0,Urban,24,50000,12,4483,13.73,3796
54,72785,471,0.22,Married,No,Education loan,4,3,1115121,79651,Yes,890958,Urban,15,50000,24,2372,12.79,6928
55,86050,588,0.24,Married,No,Education loan,0,2,520856,16801,No,0,Rural,24,50000,60,1102,11.62,16120
38,32738,844,0.58,Single,No,Home loan,5,3,1156423,72276,No,0,Urban,6,50000,240,468,9.56,62320
57,84231,719,0.7,Single,Yes,Medical loan,0,1,325491,23249,No,0,Urban,7,50000,120,655,9.81,28600
56,83606,306,0.35,Married,No,Business loan,4,2,707994,12206,Yes,344416,Rural,2,50000,240,656,14.94,107440
38,237369,459,0.71,Married,No,Personal loan,5,0,0,0,Yes,542536,Urban,4,181565,240,2180,13.41,341635
27,287267,539,0.77,Single,No,Business loan,2,3,1355033,27653,Yes,292168,Rural,18,50000,60,1115,12.11,16900
55,166688,722,0.49,Single,No,Medical loan,5,3,448317,17242,Yes,946649,Rural,6,327678,120,4473,10.78,209082
63,283326,835,0.72,Married,Yes,Personal loan,3,2,661974,14390,No,0,Rural,21,50000,120,610,8.15,23200
21,172403,369,0.48,Married,No,Auto loan,0,1,1517762,44640,No,0,Urban,25,50000,12,4484,13.81,3808
62,187170,515,0.67,Single,No,Personal loan,3,3,1116469,25374,Yes,638245,Urban,24,121227,240,1364,12.35,206133
37,36128,403,0.73,Married,Yes,Business loan,5,2,68703,5284,Yes,574293,Urban,5,243518,60,5537,12.97,88702
34,41556,353,0.89,Married,Yes,Personal loan,2,1,1978370,42092,Yes,355370,Urban,4,50000,24,2388,13.47,7312
24,268470,629,0.44,Married,Yes,Auto loan,3,3,1121065,35033,Yes,152291,Rural,37,50000,120,666,10.21,29920
21,162948,502,0.49,Married,No,Auto loan,2,2,681263,27250,No,0,Urban,37,50000,36,1672,12.48,10192
46,150021,587,0.32,Married,Yes,Education loan,1,1,1603340,64133,No,0,Urban,21,50000,60,1077,10.63,14620
31,61962,344,0.34,Single,Yes,Auto loan,2,3,422894,7979,Yes,342352,Urban,30,94388,240,1109,13.06,171772
20,100054,497,0.69,Single,Yes,Home loan,0,3,1025602,46618,Yes,728463,Urban,21,50000,36,1649,11.53,9364
41,212278,515,0.84,Single,No,Business loan,5,1,828443,55229,No,0,Urban,10,50000,60,1133,12.85,17980
54,34099,780,0.48,Single,No,Home loan,4,1,1814122,31277,Yes,168480,Rural,31,50000,24,2300,9.7,5200
33,245943,608,0.33,Single,No,Medical loan,4,2,1835848,44776,No,0,Urban,16,50000,240,530,11.42,77200
21,193683,734,0.4,Single,No,Home loan,3,3,1642597,34948,No,0,Urban,40,50000,60,1066,10.16,13960
41,179957,631,0.52,Married,Yes,Business loan,5,3,651230,21007,No,0,Rural,21,50000,12,4400,10.19,2800
51,206292,326,0.4,Married,No,Medical loan,1,2,1847639,68431,Yes,648528,Urban,15,50000,24,2406,14.24,7744
47,17837,465,0.36,Married,No,Home loan,3,3,1619279,35983,Yes,956084,Rural,14,51704,24,2454,12.85,7192
35,190427,617,0.72,Married,Yes,Home loan,2,3,211731,3780,No,0,Rural,7,78036,36,2548,10.83,13692
36,188371,573,0.21,Single,No,Medical loan,4,3,1594307,83910,Yes,61452,Rural,2,50000,24,2359,12.27,6616
48,258003,682,0.58,Single,Yes,Home loan,2,0,0,0,Yes,935710,Urban,12,602532,12,52882,9.68,32052
36,112413,664,0.76,Single,Yes,Auto loan,4,1,815270,14558,No,0,Urban,29,50000,120,656,9.86,28720
63,61012,402,0.39,Married,No,Business loan,4,0,0,0,No,0,Urban,27,50000,36,1696,13.48,11056
36,140193,802,0.62,Single,No,Business loan,4,0,0,0,No,0,Rural,8,69535,12,6112,9.98,3809
39,228168,672,0.67,Married,Yes,Business loan,5,1,451167,14553,Yes,587846,Urban,11,233941,120,3063,9.78,133619
41,158178,544,0.66,Married,No,Home loan,0,0,0,0,No,0,Urban,24,104397,36,3470,12.06,20523
62,68123,468,0.51,Single,No,Auto loan,5,2,957951,29935,Yes,978512,Urban,36,156093,24,7407,12.82,21675
29,121825,717,0.44,Single,No,Business loan,2,0,0,0,Yes,354080,Urban,20,225282,60,4823,10.33,64098
47,18720,655,0.79,Married,No,Personal loan,5,2,1425137,27943,No,0,Rural,38,50000,60,1085,10.95,15100
55,178733,777,0.73,Married,No,Business loan,3,1,265765,6482,Yes,640444,Urban,38,353341,60,7460,9.73,94259
48,256103,424,0.42,Married,No,Education loan,1,3,1084608,23076,Yes,737675,Rural,18,194110,60,4442,13.26,72410
53,234970,836,0.27,Single,No,Personal loan,3,1,739366,46210,Yes,95610,Urban,7,50000,120,650,9.64,28000
36,234866,701,0.25,Married,Yes,Business loan,5,1,571726,17866,No,0,Urban,37,50000,240,465,9.49,61600
65,160862,816,0.27,Single,No,Home loan,2,0,0,0,No,0,Urban,2,50000,240,477,9.84,64480
62,68655,830,0.61,Married,No,Business loan,1,1,1285512,26234,No,0,Urban,21,50000,60,1042,9.2,12520
53,200715,553,0.24,Married,Yes,Auto loan,3,1,1846996,54323,No,0,Rural,0,50000,36,1648,11.47,9328
47,103448,420,0.44,Married,No,Auto loan,1,2,312884,10429,No,0,Urban,37,50000,240,596,13.3,93040
50,188446,331,0.73,Married,Yes,Business loan,2,3,1454715,69272,No,0,Urban,18,50000,36,1689,13.19,10804
35,183979,336,0.41,Married,No,Home loan,4,0,0,0,Yes,712955,Urban,20,416822,36,14274,14.14,97042
45,191143,641,0.73,Single,Yes,Home loan,2,3,302230,7953,Yes,783733,Urban,12,422011,36,13634,10.09,68813
64,130507,312,0.72,Single,No,Home loan,0,3,571177,12416,No,0,Urban,26,50000,240,635,14.38,102400
28,70186,482,0.37,Single,Yes,Business loan,1,3,421483,17561,Yes,244922,Urban,16,50000,60,1104,11.68,16240
62,132066,564,0.71,Married,Yes,Business loan,2,0,0,0,Yes,422481,Urban,19,295630,60,6407,10.86,88790
50,191323,387,0.72,Married,No,Education loan,4,1,1370447,68522,No,0,Urban,29,50000,60,1153,13.63,19180
34,206243,761,0.48,Single,No,Auto loan,4,3,172179,6149,No,0,Rural,37,50000,120,657,9.89,28840
23,46160,345,0.35,Married,No,Personal loan,2,0,0,0,No,0,Urban,10,50000,60,1177,14.55,20620
21,29156,691,0.56,Single,Yes,Personal loan,3,1,1819840,43329,No,0,Urban,26,50000,36,1603,9.59,7708
37,86208,418,0.84,Single,No,Auto loan,2,3,1993775,37618,No,0,Urban,37,50000,36,1692,13.32,10912
65,159001,830,0.65,Single,No,Medical loan,4,2,1256181,22839,No,0,Rural,27,50000,60,1042,9.2,12520
64,241226,746,0.32,Married,No,Education loan,2,0,0,0,Yes,320929,Urban,25,229937,36,7423,10.04,37291
44,251766,345,0.68,Married,No,Auto loan,0,3,1857149,33163,No,0,Urban,38,50000,12,4490,14.05,3880
32,205413,807,0.5,Married,No,Education loan,3,0,0,0,Yes,682203,Urban,32,428402,60,8982,9.43,110518
23,222909,857,0.61,Married,No,Medical loan,2,2,211480,6042,Yes,645676,Urban,31,372711,12,32582,8.93,18273
64,75439,825,0.71,Single,No,Education loan,4,0,0,0,No,0,Urban,24,50000,120,640,9.25,26800
31,148266,896,0.56,Married,No,Home loan,2,1,677811,12788,Yes,322278,Rural,23,82409,120,1023,8.54,40351
28,212459,302,0.77,Single,No,Auto loan,2,3,1426025,47534,Yes,583102,Urban,39,50000,36,1720,14.48,11920
56,131361,327,0.71,Married,No,Personal loan,1,0,0,0,No,0,Rural,26,88602,240,1116,14.23,179238
26,222986,680,0.63,Married,No,Business loan,2,0,0,0,Yes,389720,Rural,21,321293,240,3251,10.7,458947
43,207286,456,0.31,Married,Yes,Medical loan,0,3,1468314,35812,No,0,Urban,19,50000,12,4441,11.94,3292
33,39777,810,0.79,Married,No,Medical loan,4,2,1335556,83472,Yes,466903,Rural,32,50000,12,4381,9.4,2572
22,266427,632,0.86,Married,No,Business loan,5,2,1506830,79306,Yes,316673,Urban,4,50000,240,539,11.68,79360
27,167255,413,0.3,Single,No,Auto loan,1,3,1468607,30595,No,0,Urban,28,50000,60,1147,13.37,18820
20,208110,688,0.54,Married,No,Business loan,5,3,547726,9443,No,0,Urban,4,50000,60,1090,11.12,15400
30,191649,786,0.38,Single,No,Education loan,2,1,494015,10510,No,0,Urban,38,50000,120,650,9.64,28000
60,288011,549,0.73,Single,No,Business loan,3,0,0,0,No,0,Urban,16,178710,36,5936,12.01,34986
47,72501,870,0.71,Married,No,Education loan,0,0,0,0,No,0,Urban,28,51475,60,1063,8.8,12305
62,155338,614,0.3,Married,No,Education loan,0,2,125759,3493,No,0,Urban,10,50000,120,713,11.86,35560
23,176280,538,0.81,Single,No,Personal loan,0,1,1147637,20493,Yes,348831,Urban,21,71286,60,1590,12.12,24114
34,131544,533,0.33,Married,No,Business loan,1,0,0,0,Yes,681101,Urban,30,381789,24,18002,12.17,50259
62,148439,602,0.76,Married,No,Personal loan,2,1,1518046,94877,Yes,691558,Urban,38,50000,240,532,11.48,77680
36,265230,633,0.52,Married,No,Business loan,0,3,1780658,40469,Yes,510276,Rural,0,50000,60,1103,11.67,16180
59,45362,412,0.43,Married,No,Education loan,2,0,0,0,Yes,164012,Urban,14,99561,120,1508,13.38,81399
52,260449,661,0.31,Married,No,Business loan,3,3,1379928,41816,Yes,745354,Rural,18,50000,120,685,10.89,32200
63,179357,396,0.32,Single,Yes,Medical loan,2,2,897072,15466,No,0,Rural,9,50000,60,1138,13.04,18280
43,136683,315,0.66,Married,No,Medical loan,5,2,1708954,32244,No,0,Urban,8,50000,12,4509,14.85,4108
22,266157,855,0.59,Married,No,Personal loan,2,3,1808997,50249,Yes,999001,Rural,12,50000,120,632,8.95,25840
46,215827,675,0.29,Married,Yes,Home loan,2,2,332309,6153,No,0,Urban,25,50000,36,1607,9.75,7852
54,212918,689,0.28,Married,No,Medical loan,4,3,568327,14208,No,0,Urban,5,50000,36,1639,11.11,9004
37,225757,516,0.25,Single,Yes,Personal loan,5,3,1454196,25967,Yes,900059,Urban,39,180754,24,8453,11.34,22118
38,117669,698,0.72,Single,No,Home loan,1,3,462728,11286,No,0,Urban,1,50000,36,1637,11.02,8932
27,218030,559,0.7,Single,No,Auto loan,2,2,1566792,26555,Yes,164621,Rural,28,50000,60,1109,11.91,16540
22,168998,619,0.24,Married,No,Personal loan,0,2,1231627,30039,No,0,Rural,11,50000,36,1644,11.31,9184
53,113215,495,0.59,Single,No,Medical loan,4,2,405953,7380,Yes,788172,Urban,22,358963,60,8085,12.55,126137
23,108707,777,0.26,Single,No,Medical loan,2,3,449828,7891,No,0,Urban,2,50000,60,1068,10.23,14080
43,102837,717,0.83,Married,No,Business loan,4,1,1649627,39276,No,0,Urban,10,50000,240,510,10.83,72400
21,255847,774,0.83,Married,Yes,Home loan,1,2,449238,9983,No,0,Urban,4,81939,36,2615,9.26,12201
56,237544,867,0.69,Married,Yes,Medical loan,4,1,1596177,40927,No,0,Urban,9,50000,120,615,8.33,23800
56,277614,843,0.85,Married,No,Business loan,0,2,1158326,55158,No,0,Urban,5,50000,12,4385,9.57,2620
52,237467,530,0.77,Single,No,Home loan,2,0,0,0,Yes,845251,Rural,15,587190,24,27695,12.2,77490
18,156025,820,0.78,Single,Yes,Personal loan,0,0,0,0,No,0,Rural,30,121699,60,2485,8.3,27401
41,245652,499,0.6,Married,No,Personal loan,3,0,0,0,No,0,Rural,22,125282,120,1834,12.51,94798
53,101493,898,0.41,Married,No,Business loan,4,1,256376,17091,No,0,Urban,29,50000,120,620,8.52,24400
23,278667,320,0.35,Married,No,Personal loan,4,2,1257703,28584,No,0,Urban,39,50000,24,2407,14.3,7768
58,227995,610,0.43,Single,No,Business loan,4,3,504105,18003,Yes,661531,Urban,19,193159,36,6360,11.4,35801
63,198262,887,0.64,Single,No,Education loan,5,1,123368,5607,Yes,226285,Urban,24,141024,60,2902,8.63,33096
61,55641,895,0.32,Married,No,Home loan,1,2,960781,53376,No,0,Urban,34,50000,60,1027,8.55,11620
48,164062,733,0.38,Married,No,Business loan,5,0,0,0,Yes,112793,Urban,4,103154,24,4791,10.67,11830
37,39661,670,0.53,Married,No,Home loan,0,1,960291,34296,Yes,211987,Rural,2,50000,60,1094,11.3,15640
41,154491,859,0.36,Married,No,Education loan,3,2,1771575,45425,No,0,Rural,33,50000,60,1035,8.91,12100
42,286601,377,0.61,Married,Yes,Home loan,1,3,766392,27371,Yes,821502,Urban,11,248384,60,5617,12.73,88636
53,113619,841,0.85,Married,Yes,Business loan,1,1,1616313,31082,Yes,372259,Rural,26,50000,12,4351,8.09,2212
38,43085,584,0.72,Married,Yes,Personal loan,2,3,574587,27361,No,0,Rural,4,50000,36,1640,11.16,9040
47,107064,439,0.67,Married,No,Home loan,3,1,1614289,43629,Yes,443768,Urban,40,50000,60,1140,13.11,18400
41,191726,852,0.61,Married,No,Home loan,4,0,0,0,Yes,916150,Urban,21,551637,24,25196,8.98,53067
61,115723,581,0.54,Married,No,Medical loan,5,0,0,0,Yes,684374,Urban,3,389054,60,8691,12.19,132406
59,143114,861,0.33,Married,No,Medical loan,4,0,0,0,No,0,Urban,27,50000,120,630,8.89,25600
47,43477,557,0.83,Single,No,Education loan,2,3,1217785,71634,No,0,Urban,6,50000,36,1671,12.43,10156
39,124161,659,0.37,Married,No,Auto loan,5,0,0,0,Yes,980653,Urban,33,524781,120,7202,10.91,339459
45,169788,739,0.26,Married,No,Personal loan,4,3,1576754,56312,Yes,147139,Rural,1,50000,120,677,10.61,31240
24,149133,569,0.73,Single,Yes,Business loan,0,3,1080304,40011,No,0,Rural,8,50000,60,1094,11.31,15640
52,149681,433,0.32,Married,No,Education loan,4,3,566496,11329,Yes,932280,Urban,14,368510,24,17549,13.17,52666
45,251422,403,0.46,Single,No,Business loan,5,0,0,0,No,0,Urban,30,86740,120,1319,13.47,71540
31,280001,394,0.22,Married,No,Business loan,0,2,440521,11905,No,0,Urban,35,50000,60,1152,13.56,19120
27,152692,872,0.3,Married,No,Home loan,2,3,146190,9746,Yes,571687,Urban,40,210118,120,2636,8.78,106202
33,18177,779,0.32,Single,Yes,Education loan,2,2,1997541,64436,No,0,Urban,14,50000,120,625,8.71,25000
33,261842,540,0.24,Married,No,Education loan,0,3,395344,7602,Yes,503065,Rural,32,223150,12,19837,12.1,14894
48,99941,312,0.66,Married,No,Medical loan,5,0,0,0,Yes,65155,Urban,30,82048,120,1292,14.38,72992
59,268121,446,0.79,Married,Yes,Personal loan,5,0,0,0,Yes,704380,Urban,26,511051,24,24066,12.04,66533
42,21826,900,0.46,Married,No,Auto loan,4,0,0,0,No,0,Urban,1,50000,24,2284,9.0,4816
30,154962,394,0.81,Married,No,Business loan,2,1,718388,32654,Yes,912245,Rural,8,177241,24,8514,14.06,27095
23,136044,592,0.35,Married,No,Personal loan,2,0,0,0,Yes,542195,Rural,0,313951,36,10439,12.08,61853
61,199103,324,0.43,Married,No,Medical loan,0,2,75437,2218,Yes,942496,Urban,18,530246,60,12409,14.26,214294
26,15495,571,0.31,Single,No,Personal loan,2,3,54589,1240,No,0,Urban,8,50000,60,1119,12.29,17140
62,38481,804,0.63,Married,Yes,Business loan,4,2,385813,9186,Yes,654500,Urban,1,236412,60,4902,8.96,57708
53,152339,465,0.49,Single,No,Home loan,2,1,1334584,74143,Yes,321929,Rural,36,50000,120,742,12.85,39040
60,246774,386,0.63,Married,No,Home loan,0,2,1030149,31216,No,0,Urban,0,50000,120,780,14.14,43600
37,147815,790,0.73,Married,No,Business loan,4,3,1551709,96981,No,0,Rural,11,50000,36,1603,9.6,7708
35,113475,440,0.58,Single,Yes,Medical loan,3,3,1966003,40958,No,0,Urban,25,50000,36,1663,12.1,9868
60,189845,402,0.64,Married,No,Medical loan,0,0,0,0,Yes,463997,Rural,9,316533,24,15194,13.98,48123
38,59476,525,0.85,Single,No,Education loan,3,1,986672,82222,No,0,Urban,0,50000,60,1131,12.75,17860
21,233177,874,0.41,Married,No,Auto loan,2,1,900277,52957,No,0,Rural,0,50000,36,1596,9.26,7456
50,206314,593,0.45,Married,Yes,Home loan,4,2,1433654,25600,Yes,798154,Urban,30,166150,36,5405,10.57,28430
44,170020,605,0.7,Married,Yes,Auto loan,2,0,0,0,No,0,Urban,10,107112,60,2326,10.95,32448
24,217383,553,0.63,Married,Yes,Personal loan,4,0,0,0,No,0,Rural,4,109561,60,2407,11.47,34859
23,79093,479,0.32,Married,No,Personal loan,1,0,0,0,No,0,Urban,34,50000,12,4459,12.71,3508
32,79123,339,0.46,Married,Yes,Business loan,2,3,859524,14819,No,0,Rural,10,50000,60,1153,13.61,19180
35,26535,819,0.53,Married,No,Business loan,2,1,1351509,90100,No,0,Urban,3,50000,36,1608,9.81,7888
49,56562,845,0.49,Single,No,Business loan,2,2,1766313,43080,Yes,586258,Rural,37,50000,60,1039,9.05,12340
28,266323,535,0.32,Married,No,Medical loan,5,2,1217423,29693,No,0,Urban,38,50000,36,1664,12.15,9904
37,268916,762,0.85,Married,No,Home loan,0,2,1304487,46588,Yes,643088,Urban,20,50000,60,1059,9.88,13540
41,199607,527,0.73,Married,No,Auto loan,5,0,0,0,No,0,Rural,35,109284,120,1582,12.23,80556
32,240063,782,0.54,Single,No,Personal loan,4,1,1976176,56462,Yes,568033,Urban,27,50000,120,651,9.68,28120
65,51269,729,0.68,Single,No,Auto loan,4,1,550807,13114,Yes,153297,Rural,7,50000,60,1079,10.71,14740
24,90674,321,0.83,Married,Yes,Home loan,4,3,96635,2477,No,0,Rural,19,50000,36,1691,13.29,10876
38,295291,642,0.3,Single,Yes,Auto loan,0,3,150604,2689,No,0,Urban,20,56319,60,1198,10.08,15561
59,87095,339,0.38,Married,No,Auto loan,4,3,1678266,31079,No,0,Urban,34,50000,24,2403,14.11,7672
43,254172,472,0.58,Married,No,Medical loan,5,2,270961,18064,No,0,Rural,31,50000,120,740,12.78,38800
61,210003,738,0.76,Married,Yes,Business loan,5,2,917233,18344,Yes,124343,Rural,35,50000,60,1040,9.12,12400
31,100925,478,0.23,Single,No,Medical loan,2,1,1725159,57505,No,0,Urban,40,50000,60,1130,12.72,17800
54,76381,897,0.89,Married,No,Medical loan,3,3,918865,26253,No,0,Urban,4,50000,60,1038,9.03,12280
38,109468,432,0.52,Married,Yes,Auto loan,1,2,676823,37601,No,0,Urban,3,50000,36,1677,12.68,10372
35,252330,650,0.45,Married,No,Auto loan,4,3,1600964,28087,No,0,Urban,6,50000,24,2342,11.5,6208
22,23731,824,0.4,Married,Yes,Medical loan,0,3,1072360,18175,Yes,997823,Urban,33,290303,240,2475,8.26,303697
20,61024,839,0.32,Single,No,Auto loan,0,1,320456,16022,No,0,Urban,19,50000,120,636,9.11,26320
40,126712,805,0.75,Married,No,Medical loan,4,1,551213,16703,No,0,Rural,6,50000,60,1061,9.95,13660
43,111121,383,0.87,Married,No,Education loan,3,2,1707631,131356,Yes,250835,Urban,23,50000,240,609,13.67,96160
54,275976,763,0.49,Single,No,Medical loan,5,1,112263,2954,No,0,Urban,20,65973,60,1397,9.87,17847
41,42332,642,0.87,Single,No,Personal loan,4,3,214957,7961,Yes,600495,Urban,8,234178,120,3303,11.58,162182
36,22467,579,0.78,Single,No,Personal loan,0,1,501064,31316,No,0,Rural,18,50000,60,1104,11.71,16240
42,51025,562,0.54,Single,No,Auto loan,1,3,506710,22030,No,0,Urban,19,50000,24,2350,11.88,6400
38,154179,465,0.67,Single,No,Medical loan,3,3,1404671,37964,Yes,997794,Urban,27,131133,36,4408,12.85,27555
29,87994,592,0.5,Married,No,Medical loan,4,2,944551,36328,Yes,278819,Urban,31,50000,24,2343,11.58,6232
58,104202,808,0.59,Married,No,Business loan,1,2,1794565,128183,No,0,Urban,33,50000,36,1599,9.42,7564
50,53481,879,0.24,Married,No,Business loan,4,2,1002510,50125,No,0,Urban,15,50000,120,625,8.71,25000
21,85118,525,0.69,Married,Yes,Business loan,3,3,1989912,51023,No,0,Rural,37,50000,120,695,11.25,33400
59,133714,469,0.24,Married,Yes,Medical loan,0,1,522783,10455,Yes,792569,Urban,16,225687,36,7475,11.81,43413
24,234699,897,0.77,Married,No,Medical loan,5,2,511185,10876,Yes,573824,Rural,10,291938,120,3702,9.03,152302
39,170185,747,0.78,Married,Yes,Personal loan,5,2,206450,5734,No,0,Urban,3,50000,240,467,9.53,62080
50,94363,801,0.37,Married,No,Home loan,3,1,335537,6452,Yes,59136,Urban,39,50000,60,1049,9.49,12940
34,221027,826,0.43,Married,No,Auto loan,2,1,188238,4826,No,0,Urban,39,50000,60,1043,9.24,12580
41,283958,678,0.54,Married,No,Personal loan,5,2,1725541,29750,Yes,841412,Rural,17,178708,12,15771,10.72,10544
51,282168,500,0.62,Single,No,Business loan,4,3,1467170,45849,No,0,Urban,5,50000,60,1137,13.0,18220
45,204360,549,0.4,Married,No,Personal loan,1,3,903439,22585,Yes,270806,Rural,31,50000,24,2353,12.01,6472
60,67836,708,0.61,Married,No,Personal loan,1,2,1435274,39868,No,0,Urban,4,50000,12,4417,10.92,3004
58,279579,900,0.41,Married,Yes,Personal loan,5,1,341760,8335,No,0,Rural,14,50000,60,1001,7.5,10060
56,265095,424,0.24,Single,No,Business loan,3,3,998275,19965,No,0,Rural,15,50000,24,2383,13.26,7192
39,271176,412,0.2,Married,Yes,Home loan,3,1,1247460,56702,Yes,489560,Urban,16,50000,60,1121,12.38,17260
34,259717,436,0.27,Single,No,Education loan,3,0,0,0,Yes,948330,Rural,36,533770,60,12183,13.14,197210
51,144479,795,0.75,Single,No,Auto loan,1,1,699611,23320,Yes,176356,Urban,14,50000,24,2296,9.55,5104
23,42940,449,0.87,Single,No,Auto loan,0,1,1152602,52391,No,0,Urban,34,50000,120,746,13.01,39520
63,15666,642,0.5,Married,No,Personal loan,1,0,0,0,No,0,Urban,7,50000,36,1650,11.58,9400
23,166164,879,0.56,Married,Yes,Home loan,0,3,1876547,52126,No,0,Urban,34,50000,24,2254,7.71,4096
51,216717,620,0.3,Single,No,Business loan,3,3,720389,60032,Yes,416114,Urban,35,50000,36,1644,11.3,9184
18,36505,831,0.59,Married,Yes,Education loan,2,3,1430562,33268,No,0,Urban,26,50000,36,1571,8.19,6556
27,46713,588,0.3,Single,No,Education loan,1,2,325321,10166,Yes,934567,Urban,13,358604,24,16817,11.62,45004
38,214354,788,0.63,Single,No,Personal loan,3,0,0,0,Yes,237871,Urban,22,233722,120,3039,9.62,130958
22,87511,791,0.85,Married,No,Personal loan,1,1,512533,9152,No,0,Urban,19,50000,36,1603,9.59,7708
19,222204,551,0.34,Single,No,Business loan,3,0,0,0,Yes,566566,Urban,5,347499,60,7816,12.49,121461
39,260694,376,0.74,Married,No,Business loan,1,0,0,0,No,0,Rural,23,183267,60,4239,13.74,71073
65,259836,691,0.22,Single,Yes,Medical loan,4,0,0,0,No,0,Rural,22,50000,24,2297,9.59,5128
19,244561,711,0.46,Single,No,Business loan,1,0,0,0,No,0,Rural,35,106873,120,1435,10.39,65327
27,13880,472,0.28,Married,No,Personal loan,4,0,0,0,No,0,Urban,11,50000,120,740,12.78,38800
51,53539,500,0.45,Married,No,Home loan,0,0,0,0,Yes,625395,Urban,1,336790,60,7663,13.0,122990
33,250056,516,0.32,Single,No,Personal loan,1,2,469817,19575,No,0,Urban,26,50000,60,1120,12.34,17200
65,229057,675,0.46,Married,No,Personal loan,0,0,0,0,Yes,770624,Urban,31,490678,60,10607,10.75,145742
56,24799,885,0.49,Married,No,Education loan,2,0,0,0,Yes,969900,Rural,28,495886,60,10209,8.65,116654
39,114843,310,0.41,Married,Yes,Business loan,5,3,1629552,36212,No,0,Rural,39,50000,24,2386,13.4,7264
29,58784,311,0.66,Single,No,Auto loan,5,0,0,0,No,0,Urban,39,50000,12,4498,14.39,3976
41,123034,889,0.84,Married,No,Business loan,4,0,0,0,Yes,160402,Urban,32,162879,120,2029,8.61,80601
64,210598,734,0.48,Married,No,Medical loan,1,3,722750,25812,Yes,183162,Rural,28,50000,60,1066,10.16,13960
57,64362,672,0.33,Single,No,Home loan,5,3,1591733,27443,No,0,Rural,32,50000,24,2325,10.78,5800
55,63997,572,0.39,Married,No,Home loan,0,3,927388,30912,Yes,364119,Urban,35,50000,60,1106,11.78,16360
27,191413,875,0.8,Married,Yes,Business loan,5,1,612167,29150,No,0,Urban,16,50000,240,410,7.75,48400
52,286693,808,0.6,Married,No,Business loan,5,0,0,0,Yes,396593,Urban,9,327308,60,6941,9.92,89152
49,226398,431,0.52,Married,Yes,Personal loan,3,0,0,0,Yes,663752,Urban,0,431943,36,14489,12.69,89661
24,270464,618,0.3,Married,No,Auto loan,5,0,0,0,No,0,Rural,16,60854,12,5387,11.32,3790
38,167255,467,0.51,Married,No,Personal loan,0,3,1450089,27360,No,0,Urban,27,50000,120,741,12.83,38920
37,34624,696,0.39,Married,No,Education loan,5,2,1045725,52286,No,0,Urban,37,50000,240,500,10.54,70000
43,203587,479,0.86,Married,No,Education loan,1,0,0,0,No,0,Urban,35,166330,120,2455,12.71,128270
21,244784,357,0.82,Married,Yes,Home loan,5,3,1655356,75243,Yes,742301,Urban,26,50000,120,744,12.93,39280
63,56705,779,0.26,Single,No,Home loan,2,3,725031,14796,No,0,Urban,36,50000,60,1055,9.71,13300
39,99326,890,0.56,Single,Yes,Auto loan,5,3,700671,16682,Yes,583539,Urban,24,133302,36,4152,7.6,16170
32,78369,759,0.36,Married,Yes,Home loan,4,1,956560,73581,No,0,Urban,33,50000,240,446,8.91,57040
57,211893,360,0.49,Single,No,Medical loan,3,3,1199741,34278,No,0,Rural,2,50000,120,788,14.4,44560
38,281733,668,0.81,Married,Yes,Education loan,0,2,886222,16721,Yes,82126,Urban,28,68614,24,3160,9.82,7226
32,123012,420,0.57,Married,No,Auto loan,5,1,1434940,24740,Yes,745087,Urban,34,128251,24,6115,13.3,18509
39,185858,845,0.43,Married,No,Education loan,5,3,1650438,103152,No,0,Urban,40,50000,120,634,9.05,26080
45,235758,881,0.35,Married,No,Business loan,1,2,1694125,41320,Yes,391165,Urban,9,50000,60,1042,9.19,12520
31,133711,316,0.76,Married,No,Business loan,1,2,979353,19587,No,0,Urban,37,50000,60,1172,14.34,20320
